合约代码,更新时间,最新价,成交量,买价一,买量一,卖价一,卖量一,持仓量,换手率
TF1706,57:27.5,99.245,4084,99.24,6,99.25,2,15870,4.06E+09
TF1706,57:28.0,99.245,4084,99.24,6,99.25,2,15870,4.06E+09
TF1706,57:29.5,99.245,4084,99.24,6,99.25,2,15870,4.06E+09
TF1706,57:34.0,99.245,4084,99.24,6,99.25,2,15870,4.06E+09
TF1706,57:39.5,99.24,4090,99.235,4,99.24,4,15873,4.06E+09
TF1706,57:40.0,99.24,4094,99.24,6,99.25,2,15873,4.07E+09
TF1706,57:40.5,99.24,4094,99.24,5,99.245,1,15873,4.07E+09
TF1706,57:41.0,99.24,4094,99.24,5,99.25,2,15873,4.07E+09
TF1706,57:42.0,99.24,4094,99.245,2,99.25,2,15873,4.07E+09
TF1706,57:42.5,99.24,4094,99.24,3,99.25,2,15873,4.07E+09
TF1706,57:43.0,99.24,4094,99.24,3,99.25,2,15873,4.07E+09
TF1706,57:44.5,99.24,4094,99.24,3,99.25,2,15873,4.07E+09
TF1706,57:45.5,99.24,4097,99.235,4,99.24,7,15873,4.07E+09
TF1706,57:46.0,99.24,4100,99.235,4,99.24,4,15874,4.07E+09
TF1706,57:47.5,99.24,4104,99.24,2,99.25,2,15875,4.08E+09
TF1706,57:48.0,99.24,4104,99.24,2,99.245,1,15875,4.08E+09
TF1706,57:48.5,99.24,4104,99.24,2,99.245,1,15875,4.08E+09
TF1706,57:49.0,99.24,4104,99.24,2,99.245,1,15875,4.08E+09
TF1706,57:52.0,99.24,4104,99.24,2,99.245,1,15875,4.08E+09
TF1706,57:52.5,99.24,4106,99.235,4,99.245,1,15877,4.08E+09
TF1706,57:53.0,99.24,4106,99.235,4,99.245,1,15877,4.08E+09
TF1706,57:54.5,99.24,4106,99.235,4,99.245,1,15877,4.08E+09
TF1706,57:58.5,99.24,4106,99.235,4,99.245,1,15877,4.08E+09
TF1706,58:01.0,99.24,4106,99.235,4,99.245,1,15877,4.08E+09
TF1706,58:01.5,99.24,4106,99.235,4,99.245,2,15877,4.08E+09
TF1706,58:02.0,99.24,4106,99.235,4,99.245,3,15877,4.08E+09
TF1706,58:12.5,99.24,4107,99.235,4,99.24,1,15876,4.08E+09
TF1706,58:13.0,99.24,4107,99.235,4,99.24,2,15876,4.08E+09
TF1706,58:18.5,99.24,4107,99.235,4,99.24,2,15876,4.08E+09
TF1706,58:19.5,99.24,4107,99.235,4,99.24,2,15876,4.08E+09
TF1706,58:20.0,99.24,4108,99.24,2,99.245,3,15876,4.08E+09
TF1706,58:20.5,99.24,4109,99.24,1,99.245,3,15875,4.08E+09
TF1706,58:21.0,99.24,4110,99.235,4,99.245,3,15874,4.08E+09
TF1706,58:23.5,99.24,4110,99.235,4,99.245,3,15874,4.08E+09
TF1706,58:26.0,99.24,4110,99.235,5,99.245,3,15874,4.08E+09
TF1706,58:27.0,99.24,4110,99.235,6,99.245,3,15874,4.08E+09
TF1706,58:33.0,99.24,4110,99.235,6,99.245,3,15874,4.08E+09
TF1706,58:33.5,99.24,4110,99.235,6,99.24,1,15874,4.08E+09
TF1706,58:34.0,99.24,4110,99.235,7,99.24,1,15874,4.08E+09
TF1706,58:34.5,99.24,4111,99.24,2,99.245,3,15875,4.08E+09
TF1706,58:35.0,99.24,4111,99.24,2,99.245,3,15875,4.08E+09
TF1706,58:36.5,99.24,4111,99.24,2,99.245,3,15875,4.08E+09
TF1706,58:40.5,99.24,4113,99.235,7,99.24,8,15877,4.08E+09
TF1706,58:41.5,99.24,4113,99.235,7,99.245,3,15877,4.08E+09
TF1706,58:42.0,99.24,4113,99.24,1,99.245,3,15877,4.08E+09
TF1706,58:43.5,99.24,4113,99.24,1,99.245,2,15877,4.08E+09
TF1706,58:46.5,99.24,4113,99.24,1,99.245,2,15877,4.08E+09
TF1706,58:50.0,99.24,4113,99.24,1,99.245,2,15877,4.08E+09
TF1706,58:51.0,99.24,4114,99.235,7,99.24,9,15877,4.09E+09
TF1706,58:52.5,99.24,4114,99.235,7,99.245,2,15877,4.09E+09
TF1706,59:00.5,99.24,4114,99.235,7,99.245,3,15877,4.09E+09
TF1706,59:01.0,99.24,4114,99.235,7,99.245,3,15877,4.09E+09
TF1706,59:12.5,99.24,4114,99.235,7,99.245,3,15877,4.09E+09
TF1706,59:13.0,99.24,4114,99.235,6,99.245,3,15877,4.09E+09
TF1706,59:15.0,99.235,4119,99.235,1,99.245,3,15879,4.09E+09
TF1706,59:15.5,99.235,4120,99.23,1,99.24,3,15879,4.09E+09
TF1706,59:16.0,99.235,4120,99.23,1,99.235,1,15879,4.09E+09
TF1706,59:16.5,99.235,4120,99.23,1,99.235,1,15879,4.09E+09
TF1706,59:17.0,99.235,4120,99.23,1,99.235,2,15879,4.09E+09
TF1706,59:19.0,99.23,4121,99.225,1,99.235,2,15879,4.09E+09
TF1706,59:19.5,99.23,4121,99.225,1,99.23,1,15879,4.09E+09
TF1706,59:20.0,99.225,4122,99.22,1,99.225,1,15879,4.09E+09
TF1706,59:20.5,99.225,4123,99.22,1,99.23,2,15878,4.09E+09
TF1706,59:21.0,99.225,4123,99.22,3,99.225,1,15878,4.09E+09
TF1706,59:22.0,99.225,4123,99.22,3,99.225,1,15878,4.09E+09
TF1706,59:22.5,99.225,4123,99.22,1,99.225,1,15878,4.09E+09
TF1706,59:23.0,99.225,4124,99.22,1,99.225,1,15878,4.09E+09
TF1706,59:23.5,99.225,4124,99.22,1,99.225,1,15878,4.09E+09
TF1706,59:24.5,99.225,4124,99.22,1,99.225,1,15878,4.09E+09
TF1706,59:27.0,99.22,4125,99.215,1,99.225,2,15878,4.10E+09
TF1706,59:27.5,99.22,4125,99.215,1,99.225,2,15878,4.10E+09
TF1706,59:28.0,99.22,4125,99.215,1,99.225,2,15878,4.10E+09
TF1706,59:30.0,99.225,4127,99.22,2,99.23,3,15878,4.10E+09
TF1706,59:31.5,99.225,4127,99.215,5,99.23,3,15878,4.10E+09
TF1706,59:32.0,99.225,4127,99.22,1,99.23,3,15878,4.10E+09
TF1706,59:33.0,99.225,4127,99.22,1,99.23,3,15878,4.10E+09
TF1706,59:33.5,99.22,4128,99.215,3,99.225,9,15877,4.10E+09
TF1706,59:34.0,99.215,4129,99.215,2,99.22,1,15877,4.10E+09
TF1706,59:34.5,99.22,4131,99.22,1,99.225,6,15878,4.10E+09
TF1706,59:35.0,99.22,4132,99.215,1,99.22,1,15878,4.10E+09
TF1706,59:35.5,99.22,4132,99.215,1,99.22,2,15878,4.10E+09
TF1706,59:36.0,99.22,4132,99.215,1,99.22,2,15878,4.10E+09
TF1706,59:37.0,99.22,4132,99.215,1,99.22,2,15878,4.10E+09
TF1706,59:37.5,99.215,4133,99.21,1,99.22,2,15879,4.10E+09
TF1706,59:38.0,99.215,4133,99.21,3,99.215,1,15879,4.10E+09
TF1706,59:38.5,99.215,4137,99.205,2,99.215,2,15878,4.11E+09
TF1706,59:39.0,99.215,4137,99.21,4,99.215,1,15878,4.11E+09
TF1706,59:39.5,99.215,4137,99.205,2,99.21,2,15878,4.11E+09
TF1706,59:40.0,99.215,4140,99.21,9,99.22,7,15879,4.11E+09
TF1706,59:40.5,99.215,4140,99.21,5,99.22,3,15879,4.11E+09
TF1706,59:41.0,99.215,4140,99.21,5,99.22,4,15879,4.11E+09
TF1706,59:41.5,99.22,4142,99.21,3,99.22,1,15881,4.11E+09
TF1706,59:42.0,99.22,4142,99.21,1,99.22,1,15881,4.11E+09
TF1706,59:42.5,99.22,4142,99.21,1,99.22,2,15881,4.11E+09
TF1706,59:43.0,99.22,4143,99.21,1,99.22,1,15880,4.11E+09
TF1706,59:43.5,99.22,4143,99.21,1,99.215,1,15880,4.11E+09
TF1706,59:44.0,99.215,4144,99.215,1,99.22,5,15881,4.11E+09
TF1706,59:44.5,99.215,4144,99.21,1,99.215,1,15881,4.11E+09
TF1706,59:45.0,99.215,4145,99.21,2,99.22,6,15881,4.12E+09
TF1706,59:45.5,99.215,4145,99.21,1,99.22,2,15881,4.12E+09
TF1706,59:46.0,99.215,4145,99.21,2,99.22,2,15881,4.12E+09
TF1706,59:46.5,99.21,4147,99.205,2,99.22,2,15880,4.12E+09
TF1706,59:47.0,99.21,4147,99.21,1,99.215,4,15880,4.12E+09
TF1706,59:48.0,99.21,4147,99.21,1,99.215,4,15880,4.12E+09
TF1706,59:48.5,99.22,4153,99.215,9,99.22,1,15882,4.12E+09
TF1706,59:49.0,99.225,4155,99.22,16,99.23,3,15882,4.13E+09
TF1706,59:49.5,99.225,4155,99.22,11,99.23,3,15882,4.13E+09
TF1706,59:50.0,99.225,4155,99.225,1,99.23,3,15882,4.13E+09
TF1706,59:50.5,99.23,4157,99.225,1,99.23,1,15883,4.13E+09
TF1706,59:51.0,99.225,4158,99.225,1,99.23,1,15882,4.13E+09
TF1706,59:51.5,99.225,4159,99.22,1,99.23,1,15882,4.13E+09
TF1706,59:53.0,99.225,4159,99.22,1,99.23,1,15882,4.13E+09
TF1706,59:53.5,99.225,4159,99.22,2,99.23,1,15882,4.13E+09
TF1706,59:54.5,99.225,4159,99.22,2,99.23,1,15882,4.13E+09
TF1706,59:55.0,99.225,4159,99.22,2,99.23,1,15882,4.13E+09
TF1706,59:55.5,99.225,4159,99.22,2,99.23,1,15882,4.13E+09
TF1706,59:56.5,99.22,4160,99.22,1,99.23,1,15883,4.13E+09
TF1706,59:57.0,99.21,4166,99.21,1,99.23,2,15880,4.14E+09
TF1706,59:57.5,99.21,4166,99.215,1,99.225,1,15880,4.14E+09
TF1706,59:58.0,99.21,4166,99.22,3,99.225,1,15880,4.14E+09
TF1706,59:58.5,99.21,4166,99.22,3,99.23,2,15880,4.14E+09
TF1706,59:59.0,99.22,4167,99.22,2,99.23,2,15880,4.14E+09
TF1706,00:02.0,99.22,4167,99.22,2,99.23,3,15880,4.14E+09
TF1706,00:02.5,99.22,4170,99.22,13,99.225,2,15879,4.14E+09
TF1706,00:03.0,99.22,4173,99.22,10,99.225,3,15881,4.14E+09
TF1706,00:03.5,99.22,4173,99.22,10,99.225,7,15881,4.14E+09
TF1706,00:04.0,99.22,4173,99.22,10,99.225,2,15881,4.14E+09
TF1706,00:04.5,99.22,4173,99.22,10,99.225,2,15881,4.14E+09
TF1706,00:05.5,99.22,4174,99.22,9,99.225,2,15881,4.14E+09
TF1706,00:07.0,99.23,4177,99.22,9,99.23,2,15883,4.15E+09
TF1706,00:08.0,99.23,4177,99.22,9,99.23,6,15883,4.15E+09
TF1706,00:08.5,99.23,4177,99.22,9,99.23,2,15883,4.15E+09
TF1706,00:11.5,99.23,4177,99.22,9,99.23,2,15883,4.15E+09
TF1706,00:12.0,99.23,4177,99.22,9,99.23,3,15883,4.15E+09
TF1706,00:12.5,99.23,4177,99.22,9,99.23,3,15883,4.15E+09
TF1706,00:13.0,99.23,4177,99.225,1,99.23,4,15883,4.15E+09
TF1706,00:13.5,99.23,4178,99.225,7,99.23,3,15884,4.15E+09
TF1706,00:14.0,99.23,4178,99.225,7,99.23,3,15884,4.15E+09
TF1706,00:14.5,99.225,4179,99.225,8,99.23,3,15885,4.15E+09
TF1706,00:15.0,99.225,4179,99.225,8,99.23,3,15885,4.15E+09
TF1706,00:15.5,99.225,4179,99.225,10,99.23,7,15885,4.15E+09
TF1706,00:17.0,99.225,4179,99.225,10,99.23,7,15885,4.15E+09
TF1706,00:17.5,99.225,4179,99.225,10,99.23,3,15885,4.15E+09
TF1706,00:18.0,99.23,4180,99.225,10,99.23,2,15884,4.15E+09
TF1706,00:18.5,99.23,4180,99.225,10,99.23,5,15884,4.15E+09
TF1706,00:22.5,99.225,4182,99.225,8,99.23,1,15885,4.15E+09
TF1706,00:23.0,99.225,4182,99.225,8,99.23,1,15885,4.15E+09
TF1706,00:23.5,99.225,4182,99.225,8,99.23,1,15885,4.15E+09
TF1706,00:24.0,99.225,4182,99.225,9,99.23,1,15885,4.15E+09
TF1706,00:25.0,99.225,4182,99.225,9,99.23,1,15885,4.15E+09
TF1706,00:28.0,99.225,4182,99.225,9,99.23,2,15885,4.15E+09
TF1706,00:28.5,99.23,4183,99.225,9,99.23,1,15885,4.15E+09
TF1706,00:29.0,99.23,4183,99.225,9,99.23,1,15885,4.15E+09
TF1706,00:30.0,99.23,4184,99.23,1,99.235,5,15885,4.15E+09
TF1706,00:30.5,99.23,4184,99.23,5,99.235,5,15885,4.15E+09
TF1706,00:31.5,99.23,4184,99.23,7,99.235,5,15885,4.15E+09
TF1706,00:32.0,99.23,4189,99.23,2,99.235,5,15885,4.16E+09
TF1706,00:32.5,99.23,4191,99.23,2,99.235,5,15887,4.16E+09
TF1706,00:33.5,99.23,4191,99.23,3,99.235,5,15887,4.16E+09
TF1706,00:34.5,99.23,4191,99.23,3,99.235,1,15887,4.16E+09
TF1706,00:35.0,99.235,4192,99.235,1,99.24,4,15887,4.16E+09
TF1706,00:35.5,99.235,4192,99.235,3,99.24,8,15887,4.16E+09
TF1706,00:38.5,99.235,4192,99.235,3,99.24,8,15887,4.16E+09
TF1706,00:39.0,99.235,4192,99.235,3,99.24,8,15887,4.16E+09
TF1706,00:42.5,99.235,4192,99.235,3,99.24,8,15887,4.16E+09
TF1706,00:43.0,99.235,4192,99.235,2,99.24,4,15887,4.16E+09
TF1706,00:43.5,99.235,4192,99.235,2,99.24,8,15887,4.16E+09
TF1706,00:44.5,99.235,4192,99.235,2,99.24,8,15887,4.16E+09
TF1706,00:46.5,99.235,4192,99.235,2,99.24,8,15887,4.16E+09
TF1706,00:47.0,99.235,4192,99.235,2,99.24,4,15887,4.16E+09
TF1706,00:48.5,99.24,4193,99.235,2,99.24,3,15888,4.16E+09
TF1706,00:49.0,99.24,4193,99.235,2,99.24,2,15888,4.16E+09
TF1706,00:54.0,99.24,4195,99.235,2,99.245,3,15887,4.17E+09
TF1706,00:54.5,99.24,4195,99.235,2,99.245,3,15887,4.17E+09
TF1706,00:55.5,99.235,4198,99.23,1,99.24,1,15888,4.17E+09
TF1706,00:56.0,99.235,4198,99.23,1,99.235,1,15888,4.17E+09
TF1706,00:56.5,99.235,4198,99.23,1,99.24,1,15888,4.17E+09
TF1706,00:57.0,99.235,4198,99.23,1,99.24,5,15888,4.17E+09
TF1706,00:57.5,99.235,4198,99.23,1,99.235,10,15888,4.17E+09
TF1706,00:58.0,99.235,4198,99.23,1,99.235,3,15888,4.17E+09
TF1706,00:58.5,99.235,4198,99.23,1,99.235,1,15888,4.17E+09
TF1706,01:00.0,99.235,4198,99.23,1,99.24,6,15888,4.17E+09
TF1706,01:00.5,99.235,4198,99.23,1,99.24,6,15888,4.17E+09
TF1706,01:01.5,99.235,4198,99.23,2,99.235,1,15888,4.17E+09
TF1706,01:02.0,99.235,4198,99.23,2,99.235,1,15888,4.17E+09
TF1706,01:02.5,99.235,4198,99.23,3,99.235,1,15888,4.17E+09
TF1706,01:03.5,99.235,4199,99.23,4,99.24,6,15887,4.17E+09
TF1706,01:04.0,99.235,4199,99.23,4,99.24,6,15887,4.17E+09
TF1706,01:04.5,99.235,4199,99.23,4,99.24,2,15887,4.17E+09
TF1706,01:05.5,99.235,4199,99.23,4,99.24,6,15887,4.17E+09
TF1706,01:07.0,99.235,4199,99.235,1,99.24,6,15887,4.17E+09
TF1706,01:09.0,99.235,4199,99.235,1,99.24,6,15887,4.17E+09
TF1706,01:09.5,99.235,4199,99.235,2,99.24,6,15887,4.17E+09
TF1706,01:10.0,99.235,4199,99.235,2,99.24,2,15887,4.17E+09
TF1706,01:14.0,99.235,4199,99.235,2,99.24,6,15887,4.17E+09
TF1706,01:17.5,99.235,4199,99.235,2,99.24,2,15887,4.17E+09
TF1706,01:21.0,99.23,4204,99.23,2,99.24,7,15885,4.17E+09
TF1706,01:21.5,99.24,4206,99.235,5,99.24,5,15884,4.18E+09
TF1706,01:22.0,99.24,4206,99.23,2,99.24,5,15884,4.18E+09
TF1706,01:22.5,99.24,4206,99.235,1,99.24,5,15884,4.18E+09
TF1706,01:23.5,99.24,4206,99.235,1,99.24,5,15884,4.18E+09
TF1706,01:25.5,99.24,4209,99.235,1,99.24,2,15884,4.18E+09
TF1706,01:26.0,99.24,4211,99.24,2,99.245,3,15884,4.18E+09
TF1706,01:26.5,99.24,4212,99.24,4,99.245,7,15885,4.18E+09
TF1706,01:27.0,99.24,4216,99.235,2,99.245,7,15884,4.19E+09
TF1706,01:27.5,99.24,4216,99.235,2,99.245,7,15884,4.19E+09
TF1706,01:31.5,99.24,4216,99.235,2,99.245,7,15884,4.19E+09
TF1706,01:33.5,99.24,4216,99.235,3,99.245,3,15884,4.19E+09
TF1706,01:40.0,99.24,4216,99.24,1,99.245,3,15884,4.19E+09
TF1706,01:40.5,99.245,4219,99.245,8,99.25,7,15887,4.19E+09
TF1706,01:41.0,99.245,4219,99.245,1,99.25,7,15887,4.19E+09
TF1706,01:41.5,99.25,4220,99.245,1,99.25,2,15888,4.19E+09
TF1706,01:42.0,99.245,4221,99.24,1,99.245,1,15887,4.19E+09
TF1706,01:42.5,99.245,4221,99.24,2,99.245,1,15887,4.19E+09
TF1706,01:43.0,99.245,4221,99.24,2,99.245,1,15887,4.19E+09
TF1706,01:43.5,99.235,4224,99.235,1,99.24,1,15884,4.19E+09
TF1706,01:44.0,99.235,4224,99.235,2,99.24,1,15884,4.19E+09
TF1706,01:44.5,99.235,4224,99.235,2,99.24,1,15884,4.19E+09
TF1706,01:45.0,99.24,4225,99.24,3,99.245,2,15884,4.20E+09
TF1706,01:45.5,99.24,4225,99.235,2,99.245,2,15884,4.20E+09
TF1706,01:46.0,99.245,4227,99.245,3,99.25,2,15884,4.20E+09
TF1706,01:46.5,99.245,4230,99.24,3,99.25,2,15881,4.20E+09
TF1706,01:47.0,99.245,4230,99.24,3,99.245,1,15881,4.20E+09
TF1706,01:47.5,99.245,4231,99.245,1,99.25,6,15880,4.20E+09
TF1706,01:48.0,99.245,4231,99.24,3,99.25,6,15880,4.20E+09
TF1706,01:48.5,99.245,4231,99.24,3,99.25,2,15880,4.20E+09
TF1706,01:49.0,99.245,4231,99.24,4,99.25,2,15880,4.20E+09
TF1706,01:49.5,99.245,4231,99.24,4,99.25,6,15880,4.20E+09
TF1706,01:50.0,99.245,4231,99.24,4,99.25,6,15880,4.20E+09
TF1706,01:51.5,99.25,4234,99.24,4,99.25,4,15881,4.20E+09
TF1706,01:53.0,99.25,4234,99.24,4,99.25,5,15881,4.20E+09
TF1706,01:54.5,99.25,4234,99.24,4,99.25,1,15881,4.20E+09
TF1706,01:55.0,99.25,4234,99.24,4,99.25,1,15881,4.20E+09
TF1706,01:55.5,99.25,4234,99.24,2,99.25,1,15881,4.20E+09
TF1706,01:56.0,99.25,4234,99.24,2,99.25,1,15881,4.20E+09
TF1706,01:56.5,99.25,4234,99.24,2,99.25,1,15881,4.20E+09
TF1706,01:57.0,99.25,4234,99.24,2,99.25,1,15881,4.20E+09
TF1706,02:00.5,99.24,4235,99.24,1,99.25,1,15881,4.21E+09
TF1706,02:01.0,99.24,4235,99.24,1,99.25,2,15881,4.21E+09
TF1706,02:03.0,99.24,4235,99.24,1,99.25,2,15881,4.21E+09
TF1706,02:04.0,99.24,4235,99.24,1,99.25,2,15881,4.21E+09
TF1706,02:05.0,99.24,4235,99.24,1,99.25,3,15881,4.21E+09
TF1706,02:06.0,99.24,4235,99.24,1,99.25,3,15881,4.21E+09
TF1706,02:07.5,99.24,4235,99.24,1,99.25,3,15881,4.21E+09
TF1706,02:09.0,99.24,4235,99.24,1,99.25,3,15881,4.21E+09
TF1706,02:09.5,99.24,4235,99.24,1,99.245,5,15881,4.21E+09
TF1706,02:10.0,99.24,4235,99.24,1,99.245,1,15881,4.21E+09
TF1706,02:11.5,99.24,4235,99.24,2,99.245,1,15881,4.21E+09
TF1706,02:12.0,99.245,4236,99.245,2,99.25,3,15882,4.21E+09
TF1706,02:12.5,99.245,4236,99.245,1,99.25,3,15882,4.21E+09
TF1706,02:13.0,99.245,4236,99.245,1,99.25,3,15882,4.21E+09
TF1706,02:17.0,99.245,4236,99.245,1,99.25,3,15882,4.21E+09
TF1706,02:17.5,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:18.5,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:19.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:20.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:23.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:27.5,99.245,4236,99.24,6,99.25,3,15882,4.21E+09
TF1706,02:36.5,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:37.5,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:38.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:39.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:40.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:40.5,99.245,4236,99.24,2,99.25,7,15882,4.21E+09
TF1706,02:42.5,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:43.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:50.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:51.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:51.5,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:52.5,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:53.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:57.0,99.245,4236,99.24,2,99.25,3,15882,4.21E+09
TF1706,02:59.0,99.245,4236,99.24,3,99.25,3,15882,4.21E+09
TF1706,03:00.0,99.245,4236,99.245,1,99.25,3,15882,4.21E+09
TF1706,03:01.0,99.245,4236,99.245,1,99.25,2,15882,4.21E+09
TF1706,03:01.5,99.245,4236,99.245,2,99.25,4,15882,4.21E+09
TF1706,03:02.5,99.245,4236,99.245,2,99.25,4,15882,4.21E+09
TF1706,03:03.0,99.25,4240,99.25,2,99.255,3,15881,4.21E+09
TF1706,03:03.5,99.25,4241,99.245,2,99.255,4,15880,4.21E+09
TF1706,03:04.0,99.25,4241,99.245,2,99.255,4,15880,4.21E+09
TF1706,03:04.5,99.25,4241,99.245,2,99.255,4,15880,4.21E+09
TF1706,03:08.0,99.25,4241,99.245,1,99.255,4,15880,4.21E+09
TF1706,03:08.5,99.25,4241,99.245,1,99.25,6,15880,4.21E+09
TF1706,03:09.0,99.25,4241,99.245,1,99.255,4,15880,4.21E+09
TF1706,03:11.0,99.25,4241,99.245,1,99.255,8,15880,4.21E+09
TF1706,03:11.5,99.25,4241,99.245,1,99.255,4,15880,4.21E+09
TF1706,03:18.0,99.25,4241,99.245,1,99.255,4,15880,4.21E+09
TF1706,03:18.5,99.25,4241,99.245,1,99.255,4,15880,4.21E+09
TF1706,03:29.0,99.245,4242,99.24,5,99.255,4,15879,4.21E+09
TF1706,03:29.5,99.245,4242,99.24,8,99.245,4,15879,4.21E+09
TF1706,03:30.0,99.24,4247,99.235,3,99.25,1,15882,4.22E+09
TF1706,03:30.5,99.24,4248,99.235,3,99.24,3,15882,4.22E+09
TF1706,03:31.5,99.235,4252,99.23,4,99.24,2,15883,4.22E+09
TF1706,03:32.0,99.24,4254,99.24,1,99.245,2,15882,4.22E+09
TF1706,03:32.5,99.24,4254,99.24,1,99.245,3,15882,4.22E+09
TF1706,03:33.0,99.24,4254,99.24,1,99.245,3,15882,4.22E+09
TF1706,03:35.0,99.24,4254,99.24,1,99.245,3,15882,4.22E+09
TF1706,03:36.0,99.24,4255,99.235,3,99.245,3,15881,4.22E+09
TF1706,03:36.5,99.24,4255,99.235,3,99.24,3,15881,4.22E+09
TF1706,03:37.0,99.24,4256,99.235,3,99.245,3,15881,4.23E+09
TF1706,03:37.5,99.24,4256,99.235,3,99.24,3,15881,4.23E+09
TF1706,03:38.0,99.24,4256,99.235,3,99.245,3,15881,4.23E+09
TF1706,03:41.5,99.24,4256,99.235,1,99.245,3,15881,4.23E+09
TF1706,03:42.0,99.24,4256,99.235,2,99.24,3,15881,4.23E+09
TF1706,03:42.5,99.24,4256,99.235,2,99.24,1,15881,4.23E+09
TF1706,03:43.0,99.24,4256,99.235,2,99.24,1,15881,4.23E+09
TF1706,03:46.5,99.24,4256,99.235,1,99.24,1,15881,4.23E+09
TF1706,03:47.5,99.24,4256,99.235,11,99.24,1,15881,4.23E+09
TF1706,03:48.0,99.24,4256,99.24,9,99.245,3,15881,4.23E+09
TF1706,03:48.5,99.24,4256,99.24,4,99.245,3,15881,4.23E+09
TF1706,03:51.0,99.24,4256,99.24,4,99.245,4,15881,4.23E+09
TF1706,03:58.0,99.24,4256,99.24,2,99.245,4,15881,4.23E+09
TF1706,03:59.0,99.245,4257,99.235,11,99.245,3,15881,4.23E+09
TF1706,03:59.5,99.245,4257,99.24,1,99.245,3,15881,4.23E+09
TF1706,04:03.0,99.245,4257,99.24,1,99.245,2,15881,4.23E+09
TF1706,04:03.5,99.245,4257,99.24,2,99.245,2,15881,4.23E+09
TF1706,04:04.0,99.245,4257,99.24,2,99.245,1,15881,4.23E+09
TF1706,04:13.0,99.245,4257,99.24,2,99.245,2,15881,4.23E+09
TF1706,04:33.0,99.245,4257,99.24,2,99.245,2,15881,4.23E+09
TF1706,04:33.5,99.245,4257,99.24,2,99.245,7,15881,4.23E+09
TF1706,04:34.0,99.245,4257,99.24,1,99.245,7,15881,4.23E+09
TF1706,04:34.5,99.24,4258,99.235,14,99.24,2,15880,4.23E+09
TF1706,04:35.0,99.24,4260,99.235,14,99.245,7,15879,4.23E+09
TF1706,04:36.0,99.24,4260,99.235,11,99.245,7,15879,4.23E+09
TF1706,04:39.5,99.24,4260,99.235,11,99.245,7,15879,4.23E+09
TF1706,04:40.0,99.24,4260,99.235,11,99.245,3,15879,4.23E+09
TF1706,04:40.5,99.24,4260,99.24,1,99.245,3,15879,4.23E+09
TF1706,04:44.0,99.24,4260,99.24,1,99.245,2,15879,4.23E+09
TF1706,04:44.5,99.24,4260,99.24,2,99.245,2,15879,4.23E+09
TF1706,04:45.5,99.24,4260,99.24,2,99.245,2,15879,4.23E+09
TF1706,04:47.0,99.24,4260,99.24,2,99.245,2,15879,4.23E+09
TF1706,04:49.5,99.24,4260,99.24,5,99.245,2,15879,4.23E+09
TF1706,04:54.5,99.24,4260,99.24,2,99.245,2,15879,4.23E+09
TF1706,04:58.5,99.24,4260,99.24,5,99.245,2,15879,4.23E+09
TF1706,04:59.5,99.24,4260,99.24,5,99.245,3,15879,4.23E+09
TF1706,05:00.5,99.24,4260,99.24,5,99.245,7,15879,4.23E+09
TF1706,05:01.0,99.24,4260,99.24,4,99.245,7,15879,4.23E+09
TF1706,05:03.5,99.24,4260,99.24,1,99.245,7,15879,4.23E+09
TF1706,05:07.5,99.24,4260,99.24,4,99.245,7,15879,4.23E+09
TF1706,05:12.5,99.24,4260,99.24,1,99.245,7,15879,4.23E+09
TF1706,05:13.0,99.24,4260,99.24,1,99.245,6,15879,4.23E+09
TF1706,05:14.0,99.24,4260,99.24,1,99.245,6,15879,4.23E+09
TF1706,05:16.5,99.245,4263,99.24,1,99.245,3,15877,4.23E+09
TF1706,05:17.0,99.24,4265,99.235,12,99.245,3,15875,4.23E+09
TF1706,05:26.5,99.24,4265,99.235,12,99.245,3,15875,4.23E+09
TF1706,05:29.5,99.24,4265,99.235,12,99.245,4,15875,4.23E+09
TF1706,05:30.0,99.24,4265,99.235,12,99.245,4,15875,4.23E+09
TF1706,05:30.5,99.24,4265,99.24,1,99.245,4,15875,4.23E+09
